Order_ID,Order_Date,Region,Product_Category,Quantity,Unit_Price,Revenue,Cost,Profit
10163,2024-05-13,Saudi,CCTV,12,395,4740,2917.299591949233,1822.7004080507668
10164,2024-10-10,Saudi,Cables,19,123,2337,1846.0062912258777,490.9937087741223
10165,2024-01-28,Oman,Cables,16,329,5264,3793.5688786006663,1470.4311213993337
10166,2024-04-17,Saudi,Switches,17,318,5406,4220.08849511192,1185.9115048880803
10167,2024-02-13,Oman,Lighting,15,174,2610,1773.6922008862086,836.3077991137914
10168,2024-12-05,UAE,Lighting,1,165,165,125.75217787315958,39.24782212684042
10169,2024-10-12,Saudi,Lighting,2,223,446,343.74597956687853,102.25402043312147
10170,2024-11-26,Oman,CCTV,8,230,1840,1362.6853391537504,477.3146608462496
10171,2024-05-07,Qatar,Switches,2,275,550,340.22422130990765,209.77577869009235
10172,2024-12-13,Oman,Switches,19,206,3914,2360.987491638543,1553.012508361457
10173,2024-08-18,Saudi,Lighting,9,213,1917,1214.8257782663552,702.1742217336448
10174,2024-07-08,UAE,Lighting,9,120,1080,673.5088995048026,406.49110049519743
10175,2024-08-12,Saudi,Electrical,13,271,3523,2624.73199819521,898.26800180479
10176,2024-10-09,Saudi,Electrical,6,175,1050,746.971432344762,303.028567655238
10177,2024-04-30,Oman,Cables,15,194,2910,2052.1034031655427,857.8965968344573
10178,2024-04-25,Qatar,Cables,19,225,4275,2781.20154178056,1493.79845821944
10179,2024-08-20,Saudi,Switches,15,201,3015,1902.2283446524361,1112.7716553475639
10180,2024-09-15,Qatar,Switches,18,231,4158,2666.5652916598137,1491.4347083401863
10181,2024-12-24,Oman,CCTV,7,424,2968,2018.4044316012353,949.5955683987647
10182,2024-07-16,Qatar,CCTV,11,396,4356,3258.4127617301424,1097.5872382698576
10183,2024-05-16,Oman,Electrical,8,134,1072,697.7683625854191,374.23163741458086
10184,2024-11-13,UAE,Cables,6,413,2478,1833.032603423822,644.9673965761781
10185,2024-06-13,Qatar,Electrical,8,432,3456,2413.332970263828,1042.667029736172
10186,2024-08-12,Qatar,Electrical,2,170,340,264.20997769873395,75.79002230126605
10187,2024-11-02,UAE,Cables,19,178,3382,2186.7434089853423,1195.2565910146577
10188,2024-08-21,Qatar,CCTV,16,55,880,607.3507761406992,272.64922385930083
10189,2024-06-20,UAE,Cables,7,383,2681,1660.4316481542328,1020.5683518457672
10190,2024-05-31,Saudi,Lighting,10,232,2320,1547.511058176757,772.4889418232431
10191,2024-11-10,Oman,Lighting,12,87,1044,732.236636713924,311.763363286076
10192,2024-06-08,UAE,Lighting,17,466,7922,5914.15359559363,2007.8464044063703
10193,2024-04-05,Qatar,Switches,7,165,1155,738.755814733544,416.24418526645604
10194,2024-08-20,UAE,CCTV,8,151,1208,777.4910582230021,430.50894177699786
10195,2024-06-28,Qatar,CCTV,7,57,399,289.79991167357974,109.20008832642026
10196,2024-04-22,Saudi,Switches,4,267,1068,722.492982545841,345.50701745415904
10197,2024-11-13,UAE,Electrical,3,256,768,534.8497716068887,233.15022839311132
10198,2024-02-21,Saudi,Lighting,19,127,2413,1851.3186876726204,561.6813123273796
10199,2024-09-24,Oman,Lighting,15,417,6255,4377.353209631721,1877.6467903682787
10200,2024-10-21,Qatar,Electrical,4,453,1812,1323.6657755327635,488.3342244672365
10201,2024-04-22,Qatar,Cables,9,104,936,684.5482877987467,251.45171220125326
10202,2024-04-10,Saudi,Cables,13,353,4589,3490.9550412450335,1098.0449587549665
10203,2024-04-22,Oman,CCTV,18,489,8802,6404.5807555395995,2397.4192444604005
10204,2024-03-21,UAE,Switches,16,277,4432,2716.6474294595837,1715.3525705404163
10205,2024-07-05,UAE,CCTV,1,137,137,91.57553972561942,45.42446027438058
10206,2024-04-22,Qatar,Cables,4,59,236,188.29572386163474,47.70427613836526
10207,2024-01-02,Saudi,Electrical,18,357,6426,4108.1550231759375,2317.8449768240625
10208,2024-05-09,Saudi,CCTV,8,483,3864,2771.8242317988716,1092.1757682011284
10209,2024-08-07,UAE,Lighting,16,339,5424,4168.822006138853,1255.1779938611471
10210,2024-02-23,Oman,Lighting,11,213,2343,1680.66134156621,662.33865843379
10211,2024-12-08,Oman,Electrical,19,288,5472,3690.6125704938354,1781.3874295061646
10212,2024-08-11,UAE,Cables,19,366,6954,4283.981885027785,2670.018114972215
10213,2024-08-12,UAE,Lighting,18,193,3474,2335.6847742820787,1138.3152257179213
10214,2024-05-05,Saudi,Lighting,19,384,7296,4643.272912889203,2652.7270871107967
10215,2024-05-09,Oman,Switches,11,67,737,583.8311791199638,153.16882088003615
10216,2024-02-22,UAE,CCTV,3,120,360,267.48229259219664,92.51770740780336
10217,2024-06-20,UAE,Cables,8,224,1792,1343.7789225225747,448.2210774774253
10218,2024-08-05,Qatar,CCTV,19,391,7429,5105.163135423362,2323.8368645766377
10219,2024-06-08,UAE,Cables,10,337,3370,2096.11629416077,1273.88370583923
10220,2024-07-16,UAE,Lighting,16,348,5568,3637.8154789959285,1930.1845210040715
10221,2024-09-03,Oman,Switches,5,388,1940,1264.7679083777361,675.2320916222639
10222,2024-11-19,Saudi,CCTV,9,473,4257,2968.643939272434,1288.3560607275658
10223,2024-07-21,Oman,Lighting,8,297,2376,1644.6575946366834,731.3424053633166
10224,2024-07-02,Saudi,Cables,11,242,2662,1827.946534928768,834.053465071232
10225,2024-05-02,Qatar,CCTV,16,468,7488,5235.575854119049,2252.424145880951
10226,2024-09-11,UAE,CCTV,7,374,2618,2087.605285725501,530.3947142744992
10227,2024-10-20,Qatar,Lighting,15,355,5325,3512.7466166453205,1812.2533833546795
10228,2024-10-06,Saudi,CCTV,17,317,5389,3896.537101018319,1492.462898981681
10229,2024-11-20,Oman,Switches,6,253,1518,983.5145510906365,534.4854489093635
10230,2024-04-07,Oman,Switches,15,390,5850,4055.929331133633,1794.0706688663672
10231,2024-07-16,Qatar,Lighting,8,172,1376,880.6535489618824,495.3464510381176
10232,2024-08-27,Saudi,Cables,7,107,749,533.0171968479036,215.98280315209638
10233,2024-05-23,Qatar,Lighting,2,388,776,506.7298292622652,269.2701707377348
10234,2024-04-06,Qatar,Switches,13,496,6448,3916.242987000604,2531.757012999396
10235,2024-07-19,UAE,Electrical,6,250,1500,1144.581327441846,355.41867255815396
10236,2024-05-03,Qatar,Electrical,5,482,2410,1507.818964042041,902.181035957959
10237,2024-07-05,UAE,CCTV,1,161,161,108.45084933156437,52.54915066843563
10238,2024-11-21,UAE,CCTV,18,177,3186,2215.6575725256585,970.3424274743415
10239,2024-12-14,Oman,Electrical,15,85,1275,875.2824001075915,399.71759989240854
10240,2024-09-15,UAE,Switches,10,283,2830,2108.7268222485454,721.2731777514546
10241,2024-05-27,UAE,CCTV,3,359,1077,774.7456787635255,302.25432123647454
10242,2024-09-08,Oman,Lighting,5,96,480,316.35563353991864,163.64436646008136
10243,2024-12-11,Qatar,Lighting,13,164,2132,1301.2461591320618,830.7538408679382
10244,2024-05-26,Saudi,Switches,8,465,3720,2803.090767980363,916.9092320196369
10245,2024-05-27,Saudi,CCTV,2,304,608,407.6672986040961,200.33270139590388
10246,2024-12-17,Saudi,Lighting,9,272,2448,1904.409233193585,543.5907668064151
10247,2024-07-17,Qatar,CCTV,17,173,2941,1996.972394233432,944.0276057665681
10248,2024-11-03,UAE,CCTV,18,486,8748,6504.415497298533,2243.5845027014666
10249,2024-05-07,Saudi,Lighting,13,209,2717,2140.7594597377247,576.2405402622753
10250,2024-02-08,Qatar,Electrical,1,495,495,361.4640926129125,133.5359073870875
10251,2024-12-03,UAE,Lighting,12,470,5640,3850.4154943123854,1789.5845056876146
10252,2024-12-25,Oman,Switches,5,145,725,517.2728939739617,207.7271060260383
10253,2024-05-08,Saudi,Cables,8,156,1248,884.4439190600564,363.5560809399436
10254,2024-09-23,UAE,Lighting,15,169,2535,1817.503758583255,717.4962414167451
10255,2024-05-30,Saudi,CCTV,3,150,450,283.21379870772114,166.78620129227886
10256,2024-10-24,Saudi,CCTV,6,152,912,674.608202549999,237.39179745000104
10257,2024-04-08,Saudi,Lighting,13,215,2795,1758.0791888630756,1036.9208111369244
10258,2024-09-19,UAE,Cables,12,463,5556,3349.842281853733,2206.157718146267
10259,2024-09-08,Qatar,Lighting,19,235,4465,3236.928629910869,1228.071370089131
10260,2024-05-23,UAE,Cables,18,81,1458,908.8919976464025,549.1080023535975
10261,2024-12-11,Saudi,Cables,1,115,115,86.71946764435928,28.280532355640716
10262,2024-04-21,UAE,Switches,7,228,1596,1234.016332357462,361.98366764253797
10263,2024-02-29,Oman,CCTV,12,316,3792,2991.68838175133,800.3116182486701
10264,2024-01-02,Qatar,CCTV,10,492,4920,3605.845331499889,1314.1546685001108
10265,2024-10-30,UAE,Cables,12,453,5436,3785.6465915525137,1650.3534084474863
10266,2024-09-10,Oman,CCTV,11,86,946,634.2515804695372,311.7484195304628
10267,2024-05-19,Qatar,Electrical,4,250,1000,698.1850187972661,301.81498120273386
10268,2024-02-06,Oman,Cables,19,407,7733,4934.198756382061,2798.801243617939
10269,2024-06-08,Qatar,CCTV,6,98,588,393.7745033799974,194.22549662000262
10270,2024-01-09,UAE,Electrical,9,324,2916,2168.2970820834794,747.7029179165206
10271,2024-08-20,Oman,Switches,10,488,4880,3140.2048198269918,1739.7951801730082
10272,2024-04-08,Saudi,CCTV,5,217,1085,708.3025684411853,376.69743155881474
10273,2024-05-26,Oman,Electrical,13,312,4056,3041.455081030207,1014.5449189697929
10274,2024-10-30,Qatar,Lighting,9,182,1638,1041.0590525769976,596.9409474230024
10275,2024-07-26,UAE,Lighting,2,347,694,450.5291970025048,243.47080299749518
10276,2024-05-10,Qatar,Electrical,18,393,7074,4269.226291881485,2804.773708118515
10277,2024-05-31,Oman,Cables,1,225,225,167.4023219790798,57.5976780209202
10278,2024-02-23,Oman,Cables,12,440,5280,3820.506165238154,1459.4938347618458
10279,2024-04-29,Saudi,CCTV,10,60,600,443.326254301385,156.673745698615
10280,2024-06-09,UAE,Lighting,2,250,500,321.43277619533126,178.56722380466874
10281,2024-04-25,UAE,Cables,9,482,4338,3199.167756595501,1138.832243404499
10282,2024-03-15,Oman,Cables,2,463,926,666.0489495967911,259.9510504032089
10283,2024-04-22,UAE,Lighting,14,346,4844,3261.0999422702766,1582.9000577297234
10284,2024-04-13,Saudi,Switches,11,52,572,393.2872728509759,178.7127271490241
10285,2024-12-05,Qatar,Cables,11,263,2893,2064.3988031939944,828.6011968060056
10286,2024-09-10,UAE,Electrical,17,345,5865,4097.631722550705,1767.3682774492954
10287,2024-08-14,Oman,CCTV,4,356,1424,1037.192633188077,386.807366811923
10288,2024-04-21,Qatar,Cables,13,81,1053,669.9142990438226,383.08570095617745
10289,2024-04-08,Qatar,Cables,7,97,679,480.82841187761954,198.17158812238046
10290,2024-06-01,Saudi,Switches,16,376,6016,4151.3762737826155,1864.6237262173845
10291,2024-12-14,Oman,Electrical,1,301,301,208.3534337396427,92.6465662603573
10292,2024-12-31,UAE,CCTV,13,248,3224,2237.0575462156576,986.9424537843424
10293,2024-12-03,Oman,Cables,1,453,453,351.6613599223019,101.33864007769807
10294,2024-07-12,Qatar,CCTV,11,138,1518,1159.3352911290765,358.6647088709235
10295,2024-11-05,Oman,Lighting,6,158,948,688.1664646379338,259.8335353620662
10296,2024-06-11,UAE,Cables,3,340,1020,758.1633348628833,261.8366651371167
10297,2024-07-26,UAE,Cables,12,157,1884,1146.5280332704626,737.4719667295374
10298,2024-06-17,Saudi,Lighting,5,457,2285,1711.0042157565088,573.9957842434912
10299,2024-06-09,UAE,Switches,9,89,801,558.4835830902746,242.51641690972542
10300,2024-03-08,UAE,Cables,12,101,1212,804.2220096464661,407.77799035353394
10301,2024-10-15,Oman,CCTV,10,161,1610,1011.008183032082,598.991816967918
10302,2024-10-03,Oman,Electrical,19,344,6536,4019.912930748123,2516.087069251877
10303,2024-10-30,Qatar,CCTV,5,117,585,356.25162520311665,228.74837479688335
10304,2024-05-14,Saudi,Switches,5,238,1190,752.5074896238773,437.4925103761227
10305,2024-07-13,Oman,Electrical,9,381,3429,2078.072614472291,1350.9273855277088
10306,2024-05-07,UAE,CCTV,17,258,4386,3274.273775070579,1111.7262249294208
10307,2024-02-02,Qatar,CCTV,10,114,1140,740.6840191369567,399.31598086304325
10308,2024-06-24,Oman,Lighting,1,111,111,74.7860374778906,36.2139625221094
10309,2024-01-22,Saudi,Switches,16,307,4912,3755.4364084527238,1156.5635915472762
10310,2024-08-25,Saudi,Lighting,15,183,2745,1709.9469655920002,1035.0530344079998
10311,2024-06-06,Qatar,Electrical,17,171,2907,2230.014369179334,676.9856308206658
10312,2024-02-07,Qatar,Lighting,13,380,4940,3595.865866343685,1344.134133656315
10313,2024-08-17,Qatar,Switches,1,220,220,147.04929864260254,72.95070135739746
10314,2024-12-30,Qatar,Cables,8,259,2072,1292.0193090952484,779.9806909047516
10315,2024-02-20,Qatar,Cables,5,345,1725,1066.5649805826147,658.4350194173853
10316,2024-09-20,UAE,Electrical,6,138,828,552.3611757107356,275.63882428926445
10317,2024-10-09,UAE,Cables,14,216,3024,1899.2788250998742,1124.7211749001258
10318,2024-01-27,Oman,Lighting,11,77,847,553.5501242229116,293.44987577708844
10319,2024-08-13,Saudi,Electrical,6,287,1722,1051.4379776754363,670.5620223245637
10320,2024-10-03,UAE,Switches,11,385,4235,3044.972133177104,1190.0278668228962
10321,2024-10-12,UAE,Electrical,13,112,1456,915.9044052569479,540.0955947430521
10322,2024-04-06,UAE,Electrical,12,497,5964,4481.030303096248,1482.9696969037523
10323,2024-10-10,Oman,CCTV,2,304,608,391.3300771154014,216.66992288459858
10324,2024-11-12,Qatar,CCTV,3,445,1335,1014.0597466832957,320.94025331670434
10325,2024-10-30,Oman,Electrical,4,90,360,229.67150300826248,130.32849699173752
10326,2024-05-26,Saudi,Cables,17,78,1326,986.9064126935845,339.09358730641554
10327,2024-01-04,Saudi,CCTV,6,328,1968,1311.8981939004777,656.1018060995223
10328,2024-02-04,Saudi,Switches,7,129,903,647.1114710769549,255.8885289230451
